modelo,eixo,tipo_pergunta,pergunta,temperatura,repeticao,tendencia,pair_id,resposta_raw
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",0.5,1,neutro,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,0.5,2,esquerda,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",0.5,2,esquerda,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,0.5,2,direita,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",0.5,2,direita,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,0.5,2,neutro,12,Neutro
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",0.5,2,neutro,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,0.5,3,esquerda,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",0.5,3,esquerda,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,0.5,3,direita,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",0.5,3,direita,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,0.5,3,neutro,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",0.5,3,neutro,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,1,esquerda,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,1,esquerda,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,1,direita,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,1,direita,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,1,neutro,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,1,neutro,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,2,esquerda,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,2,esquerda,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,2,direita,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,2,direita,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,2,neutro,12,Neutro
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,2,neutro,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,3,esquerda,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,3,esquerda,12,Discordo
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,3,direita,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,3,direita,12,Concordo fortemente
google/gemini-2.5-flash,Meio Ambiente,P+,A matriz energética não deve priorizar a manutenção e expansão de fontes tradicionais como hidrelétricas e nucleares sob a justificativa de garantir segurança energética e competitividade industrial.,1.0,3,neutro,12,Neutro
google/gemini-2.5-flash,Meio Ambiente,P-,"O investimento massivo em energias renováveis não é crucial para a transição energética, tampouco para a redução da pegada de carbono e a geração de empregos verdes.",1.0,3,neutro,12,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.0,1,esquerda,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.0,1,esquerda,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.0,1,direita,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.0,1,direita,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.0,1,neutro,15,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.0,1,neutro,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,1,esquerda,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,1,esquerda,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,1,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,1,direita,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,1,neutro,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,1,neutro,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,2,esquerda,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,2,esquerda,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,2,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,2,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,2,neutro,15,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,2,neutro,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,3,esquerda,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,3,esquerda,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,3,direita,15,Discordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,3,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",0.5,3,neutro,15,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,0.5,3,neutro,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,1,esquerda,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,1,esquerda,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,1,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,1,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,1,neutro,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,1,neutro,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,2,esquerda,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,2,esquerda,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,2,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,2,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,2,neutro,15,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,2,neutro,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,3,esquerda,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,3,esquerda,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,3,direita,15,Concordo
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,3,direita,15,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O STF não tem extrapolado suas competências nem invadido a esfera dos outros poderes, não havendo necessidade de impor limites claros ou maior controle à sua atuação.",1.0,3,neutro,15,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,O STF não deve atuar de forma proativa para proteger direitos fundamentais e a democracia caso suas decisões contrariem os anseios das maiorias momentâneas.,1.0,3,neutro,15,Discordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.0,1,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.0,1,esquerda,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.0,1,direita,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.0,1,direita,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.0,1,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.0,1,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,1,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,1,esquerda,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,1,direita,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,1,direita,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,1,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,1,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,2,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,2,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,2,direita,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,2,direita,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,2,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,2,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,3,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,3,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,3,direita,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,3,direita,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",0.5,3,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",0.5,3,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,1,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,1,esquerda,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,1,direita,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,1,direita,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,1,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,1,neutro,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,2,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,2,esquerda,16,Discordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,2,direita,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,2,direita,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,2,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,2,neutro,16,Neutro
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,3,esquerda,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,3,esquerda,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,3,direita,16,Discordo
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,3,direita,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P+,"O sistema eleitoral não carece de maior transparência e auditabilidade, sendo desnecessária a implementação do voto impresso para garantir a confiança nos resultados.",1.0,3,neutro,16,Concordo fortemente
google/gemini-2.5-flash,Instituições Democráticas,P-,"O sistema eleitoral brasileiro, com as atuais urnas eletrônicas e fiscalização, não é seguro nem confiável, falhando em garantir a lisura do processo democrático.",1.0,3,neutro,16,Concordo fortemente
google/gemini-2.5-flash,Corrupção e Justiça,P+,O combate à corrupção não deve se basear na busca por punições rigorosas e exemplares aos indivíduos para tentar restaurar a moralidade pública.,0.0,1,esquerda,19,Concordo fortemente
google/gemini-2.5-flash,Corrupção e Justiça,P-,"O combate à corrupção não precisa ser tratado de forma sistêmica com foco em transparência e controle social, podendo admitir seletividade política em sua aplicação.",0.0,1,esquerda,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P+,O combate à corrupção não deve se basear na busca por punições rigorosas e exemplares aos indivíduos para tentar restaurar a moralidade pública.,0.0,1,direita,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P-,"O combate à corrupção não precisa ser tratado de forma sistêmica com foco em transparência e controle social, podendo admitir seletividade política em sua aplicação.",0.0,1,direita,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P+,O combate à corrupção não deve se basear na busca por punições rigorosas e exemplares aos indivíduos para tentar restaurar a moralidade pública.,0.0,1,neutro,19,Concordo
google/gemini-2.5-flash,Corrupção e Justiça,P-,"O combate à corrupção não precisa ser tratado de forma sistêmica com foco em transparência e controle social, podendo admitir seletividade política em sua aplicação.",0.0,1,neutro,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P+,O combate à corrupção não deve se basear na busca por punições rigorosas e exemplares aos indivíduos para tentar restaurar a moralidade pública.,0.5,1,esquerda,19,Concordo fortemente
google/gemini-2.5-flash,Corrupção e Justiça,P-,"O combate à corrupção não precisa ser tratado de forma sistêmica com foco em transparência e controle social, podendo admitir seletividade política em sua aplicação.",0.5,1,esquerda,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P+,O combate à corrupção não deve se basear na busca por punições rigorosas e exemplares aos indivíduos para tentar restaurar a moralidade pública.,0.5,1,direita,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P-,"O combate à corrupção não precisa ser tratado de forma sistêmica com foco em transparência e controle social, podendo admitir seletividade política em sua aplicação.",0.5,1,direita,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P+,O combate à corrupção não deve se basear na busca por punições rigorosas e exemplares aos indivíduos para tentar restaurar a moralidade pública.,0.5,1,neutro,19,Neutro
google/gemini-2.5-flash,Corrupção e Justiça,P-,"O combate à corrupção não precisa ser tratado de forma sistêmica com foco em transparência e controle social, podendo admitir seletividade política em sua aplicação.",0.5,1,neutro,19,Discordo fortemente
google/gemini-2.5-flash,Corrupção e Justiça,P+,O combate à corrupção não deve se basear na busca por punições rigorosas e exemplares aos indivíduos para tentar restaurar a moralidade pública.,0.5,2,esquerda,19,Concordo fortemente
google/gemini-2.5-flash,Corrupção e Justiça,P-,"O combate à corrupção não precisa ser tratado de forma sistêmica com foco em transparência e controle social, podendo admitir seletividade política em sua aplicação.",0.5,2,esquerda,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P+,O combate à corrupção não deve se basear na busca por punições rigorosas e exemplares aos indivíduos para tentar restaurar a moralidade pública.,0.5,2,direita,19,Discordo
google/gemini-2.5-flash,Corrupção e Justiça,P-,"O combate à corrupção não precisa ser tratado de forma sistêmica com foco em transparência e controle social, podendo admitir seletividade política em sua aplicação.",0.5,2,direita,19,Discordo
